algorithm,CUT,criterion,Size,Length,MutationScore,Coverage,Covered_Goals,Total_Goals,Total_Time,BranchCoverage,BZUTestExecutionTime
NSGAII,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,20,84,0.37037037,0.994350282,60,61,612829,0.983050847,27
NSGAII,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,56,177,0.246621622,0.970649895,147,161,636832,0.911949686,17
NSGAII,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,9,11,0,0.685990338,10,140,603470,0.057971014,8
NSGAII,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,37,0.292253521,0.833333333,35,68,607660,0.5,3
NSGAII,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,12,26,0.118518519,0.72611465,29,159,619421,0.178343949,4
NSGAII,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,3,31,0,0.697777778,9,77,602727,0.093333333,3
NSGAII,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,6,26,0.161904762,0.974637681,87,94,611582,0.923913043,59
NSGAII,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,34,95,0.547404063,0.969924812,123,135,639979,0.909774436,165
NSGAII,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,55,210,0.335038363,0.990543735,138,143,617117,0.964539007,5
NSGAII,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,10,31,0.010204082,0.701570681,22,193,603645,0.104712042,3
NSGAII,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,19,69,0.34551495,0.936507937,53,65,605616,0.80952381,12
NSGAII,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,51,193,0.536082474,0.992592593,90,92,613102,0.977777778,23
NSGAII,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,30,113,0.823529412,0.983870968,61,64,609685,0.951612903,14
NSGAII,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,77,142,0.501081471,0.955475331,243,279,617058,0.870036101,13
NSGAII,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,117,800,0.347335423,0.968336212,526,581,657028,0.905008636,137
NSGAII,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,30,110,0.342105263,0.987341772,78,81,615238,0.962025316,10
NSGAII,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,24,107,0.68401487,0.989417989,63,65,614586,0.968253968,5
NSGAII,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,37,99,0.132924335,1,86,86,130773,1,34
NSGAII,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,31,116,0.254649499,0.955782313,172,198,610404,0.867346939,3
NSGAII,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,21,92,0.230651341,0.986005089,253,264,622590,0.958015267,130
NSGAII,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,33,85,0.16370325,0.88002594,331,516,615812,0.640077821,82
NSGAII,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,27,71,0.203761755,0.894736842,158,230,608088,0.684210526,33
NSGAII,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,44,105,0.136942675,0.937931034,238,292,608633,0.813793103,15
NSGAII,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,19,88,0.339449541,0.909090909,58,79,606905,0.727272727,9
NSGAII,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,82,0.396694215,0.909090909,58,79,605582,0.727272727,9
NSGAII,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,12,76,0.344244984,0.983333333,59,62,618528,0.95,9
NSGAII,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,79,0.25,0.888888889,60,89,615261,0.666666667,7
NSGAII,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,16,84,0.286758733,0.888888889,60,89,616259,0.666666667,27
NSGAII,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,19,26,0.101713654,0.776861775,403,1215,610652,0.330585326,5
NSGAII,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,50,157,0.601654846,0.97985348,173,184,607523,0.93956044,3
NSGAII,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,10,35,0.531428571,1,22,22,6792,1,1
NSGAII,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,36,0.422222222,1,24,24,4623,1,1
NSGAII,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,31,0.565656566,1,23,23,4855,1,2
NSGAII,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,33,103,0.182940516,0.972222222,134,146,786536,0.916666667,269
NSGAII,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,47,117,0.596837945,1,100,100,25730,1,2
NSGAII,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,33,205,0.375215146,0.97716895,206,221,612758,0.931506849,23
NSGAII,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,5,52,0.314634146,0.988764045,88,91,609648,0.966292135,6
NSGAII,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,75,154,0.560702875,0.931077694,213,268,612400,0.793233083,8
NSGAII,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,318,700,0.547365018,0.940384064,956,1165,647926,0.820292347,27
NSGAII,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,240,683,0.338207137,0.993208829,579,591,676567,0.979626486,74
NSGAII,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,107,265,0.488677867,0.995525727,296,300,687077,0.986577181,25
NSGAII,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,118,201,0.68288854,0.971069182,243,267,613240,0.909433962,8
NSGAII,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,237,419,0.223929558,0.938917976,628,766,636310,0.819371728,15
NSGAII,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,6,36,0.591194969,1,33,33,5568,1,301
NSGAII,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,21,95,0.11369509,0.95,70,82,614689,0.85,19
NSGAII,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,19,101,0.344729345,0.994350282,60,61,611945,0.983050847,371
NSGAII,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,57,199,0.26097973,0.974842767,149,161,634601,0.924528302,20
NSGAII,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,9,11,0,0.685990338,10,140,603208,0.057971014,4
NSGAII,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,51,0.288732394,0.833333333,35,68,607751,0.5,50
NSGAII,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,11,25,0.085185185,0.730360934,32,159,607293,0.191082803,8
NSGAII,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,4,11,0.02173913,0.697777778,9,77,602983,0.093333333,316
NSGAII,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,7,53,0.196428571,0.971014493,86,94,632106,0.913043478,243
NSGAII,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,37,108,0.565462754,0.977443609,126,135,622868,0.932330827,139
NSGAII,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,53,216,0.352941176,0.992907801,136,143,616781,0.95035461,6
NSGAII,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,13,34,0.015306122,0.701570681,22,193,603969,0.104712042,3
NSGAII,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,19,69,0.362126246,0.936507937,53,65,605358,0.80952381,4
NSGAII,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,52,176,0.505154639,0.992592593,90,92,612934,0.977777778,24
NSGAII,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,30,111,0.823529412,0.983870968,61,64,609628,0.951612903,13
NSGAII,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,62,160,0.425378515,0.948255114,236,279,615410,0.844765343,16
NSGAII,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,112,660,0.433855799,0.96488198,516,581,650519,0.887737478,41
NSGAII,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,27,94,0.345394737,0.983122363,77,81,614538,0.949367089,8
NSGAII,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,25,88,0.711895911,0.994708995,64,65,614810,0.984126984,13
NSGAII,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,31,80,0.086912065,0.976190476,80,86,611176,0.928571429,15
NSGAII,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,26,106,0.255364807,0.954081633,171,198,614647,0.862244898,25
NSGAII,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,20,76,0.21532567,0.922391858,203,264,645103,0.767175573,263
NSGAII,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,33,82,0.170447578,0.881971466,334,516,614982,0.645914397,78
NSGAII,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,29,77,0.217868339,0.887426901,153,230,608299,0.662280702,18
NSGAII,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,43,108,0.136942675,0.94137931,241,292,609111,0.824137931,19
NSGAII,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,93,0.431192661,0.909090909,58,79,605281,0.727272727,6
NSGAII,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,19,83,0.438016529,0.909090909,58,79,605364,0.727272727,10
NSGAII,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,71,0.349524815,0.983333333,59,62,621197,0.95,11
NSGAII,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,15,70,0.25,0.888888889,60,89,613926,0.666666667,8
NSGAII,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,19,99,0.329000812,0.888888889,60,89,618249,0.666666667,24
NSGAII,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,28,48,0.137092316,0.783456994,427,1215,623382,0.350370981,11
NSGAII,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,43,129,0.561465721,0.967032967,166,184,607281,0.901098901,1
NSGAII,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,9,27,0.388571429,1,22,22,6090,1,2
NSGAII,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,37,0.366666667,1,23,24,6106,1,3
NSGAII,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,10,34,0.661616162,1,23,23,5302,1,4
NSGAII,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,37,134,0.189674523,0.972222222,134,146,621042,0.916666667,99
NSGAII,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,46,114,0.561264822,1,100,100,19651,1,5
NSGAII,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,28,194,0.375215146,0.98325723,210,221,611318,0.949771689,19
NSGAII,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,6,54,0.341463415,0.988764045,88,91,610335,0.966292135,5
NSGAII,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,79,165,0.542536116,0.93358396,215,268,613411,0.80075188,10
NSGAII,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,292,632,0.533301002,0.928632846,916,1165,644077,0.785898538,14
NSGAII,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,243,677,0.371279373,0.990945105,575,591,661654,0.972835314,51
NSGAII,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,110,272,0.456537619,0.996644295,297,300,687035,0.989932886,47
NSGAII,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,112,207,0.667189953,0.967295597,245,267,613229,0.916981132,11
NSGAII,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,238,453,0.245165746,0.936736475,620,766,635026,0.808900524,15
NSGAII,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,6,25,0.635220126,1,33,33,6374,1,4
NSGAII,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,20,96,0.121447028,0.945833333,69,82,613108,0.8375,14
NSGAII,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,18,106,0.256410256,0.994350282,60,61,610394,0.983050847,28
NSGAII,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,57,228,0.278716216,0.972746331,148,161,628825,0.918238994,21
NSGAII,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,8,17,0,0.685990338,10,140,603291,0.057971014,2
NSGAII,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,40,0.288732394,0.833333333,35,68,607727,0.5,8
NSGAII,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,12,24,0.081481481,0.732484076,33,159,607521,0.197452229,8
NSGAII,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,3,5,0,0.697777778,9,77,602663,0.093333333,4
NSGAII,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,9,37,0.13452381,0.952898551,81,94,625275,0.858695652,68
NSGAII,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,34,101,0.55530474,0.979949875,127,135,615809,0.939849624,52
NSGAII,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,50,199,0.345268542,0.978723404,133,143,616360,0.929078014,6
NSGAII,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,11,34,0.010204082,0.701570681,22,193,605094,0.104712042,9
NSGAII,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,18,77,0.322259136,0.936507937,53,65,605341,0.80952381,11
NSGAII,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,53,204,0.505154639,0.992592593,90,92,613699,0.977777778,10
NSGAII,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,30,114,0.823529412,0.983870968,61,64,609802,0.951612903,14
NSGAII,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,74,127,0.443403028,0.93622142,226,279,617323,0.80866426,7
NSGAII,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,105,622,0.401253918,0.966033391,522,581,653474,0.898100173,39
NSGAII,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,25,99,0.450657895,0.974683544,75,81,615330,0.924050633,19
NSGAII,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,25,116,0.732342007,0.989417989,63,65,614260,0.968253968,9
NSGAII,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,36,80,0.152351738,0.996031746,85,86,616264,0.988095238,12
NSGAII,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,31,95,0.302575107,0.954081633,171,198,614196,0.862244898,5
NSGAII,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,20,77,0.169731801,0.935114504,213,264,637923,0.805343511,121
NSGAII,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,32,78,0.163090129,0.88002594,331,516,614233,0.640077821,72
NSGAII,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,26,61,0.197492163,0.893274854,157,230,607887,0.679824561,31
NSGAII,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,45,104,0.157112527,0.944827586,244,292,609051,0.834482759,18
NSGAII,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,19,92,0.348623853,0.909090909,58,79,605658,0.727272727,4
NSGAII,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,96,0.421487603,0.909090909,58,79,605334,0.727272727,7
NSGAII,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,10,38,0.240760296,0.961111111,55,62,611312,0.883333333,14
NSGAII,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,18,90,0.279315961,0.888888889,60,89,614215,0.666666667,6
NSGAII,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,17,69,0.225020309,0.888888889,60,89,616511,0.666666667,12
NSGAII,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,20,24,0.11055832,0.777136576,404,1215,608776,0.331409728,6
NSGAII,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,47,136,0.543735225,0.976190476,174,184,607583,0.945054945,10
NSGAII,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,8,37,0.468571429,1,22,22,5809,1,2
NSGAII,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,37,0.5,1,24,24,4801,1,1
NSGAII,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,31,0.661616162,1,23,23,7513,1,8
NSGAII,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,37,122,0.207070707,0.974537037,135,146,638432,0.923611111,14
NSGAII,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,48,121,0.549407115,1,97,100,15489,0.969387755,3
NSGAII,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,27,171,0.401032702,0.9847793,211,221,609766,0.9543379,20
NSGAII,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,6,63,0.309756098,0.988764045,88,91,614990,0.966292135,7
NSGAII,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,82,169,0.598715891,0.941102757,221,268,612801,0.823308271,12
NSGAII,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,309,651,0.546718396,0.936944683,950,1165,643922,0.815133276,74
NSGAII,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,237,683,0.351087903,0.992642898,576,591,674916,0.974533107,160
NSGAII,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,103,255,0.466764061,0.994407159,295,300,690718,0.983221477,14
NSGAII,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,117,206,0.693877551,0.972327044,246,267,613345,0.920754717,8
NSGAII,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,249,457,0.245683702,0.941972077,632,766,633858,0.82460733,12
NSGAII,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,5,21,0.616352201,1,33,33,6846,1,4
NSGAII,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,25,141,0.196382429,0.966666667,74,82,616264,0.9,28
NSGAII,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,20,122,0.242165242,0.994350282,60,61,611918,0.983050847,15
NSGAII,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,54,201,0.222128378,0.976939203,150,161,635697,0.93081761,109
NSGAII,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,8,10,0,0.685990338,10,140,602933,0.057971014,2
NSGAII,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,42,0.292253521,0.833333333,35,68,607898,0.5,6
NSGAII,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,12,31,0.081481481,0.738853503,36,159,607865,0.21656051,6
NSGAII,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,4,7,0.02173913,0.697777778,9,77,602750,0.093333333,11
NSGAII,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,6,28,0.144047619,0.862318841,56,94,618445,0.586956522,57
NSGAII,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,36,111,0.564334086,0.98245614,128,135,627434,0.947368421,131
NSGAII,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,46,176,0.342710997,0.995271868,124,143,615063,0.865248227,7
NSGAII,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,14,54,0.010204082,0.701570681,22,193,608974,0.104712042,1
NSGAII,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,19,69,0.358803987,0.936507937,53,65,606044,0.80952381,7
NSGAII,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,52,182,0.484536082,0.992592593,90,92,613137,0.977777778,17
NSGAII,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,30,112,0.823529412,0.983870968,61,64,609811,0.951612903,8
NSGAII,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,73,119,0.439798125,0.950661853,238,279,616719,0.85198556,10
NSGAII,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,117,670,0.426332288,0.970639033,530,581,655276,0.911917098,37
NSGAII,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,29,98,0.338815789,0.987341772,78,81,614867,0.962025316,12
NSGAII,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,25,111,0.752788104,0.989417989,62,65,615771,0.952380952,4
NSGAII,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,33,95,0.104294479,0.992063492,84,86,612425,0.976190476,24
NSGAII,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,28,127,0.271459227,0.960884354,175,198,647427,0.882653061,35
NSGAII,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,19,80,0.196934866,0.984732824,252,264,622628,0.954198473,88
NSGAII,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,31,78,0.174126303,0.883268482,334,516,614253,0.645914397,64
NSGAII,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,27,70,0.20846395,0.887426901,153,230,608061,0.662280702,40
NSGAII,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,43,101,0.157112527,0.94137931,241,292,609567,0.824137931,11
NSGAII,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,87,0.431192661,0.909090909,58,79,608864,0.727272727,6
NSGAII,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,20,82,0.371900826,0.909090909,58,79,609917,0.727272727,9
NSGAII,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,13,61,0.342133052,0.983333333,59,62,614957,0.95,6
NSGAII,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,17,87,0.255700326,0.888888889,60,89,622955,0.666666667,7
NSGAII,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,15,79,0.257514216,0.885057471,59,89,617067,0.655172414,9
NSGAII,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,21,24,0.113322278,0.780159384,415,1215,610871,0.340478153,7
NSGAII,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,48,146,0.563829787,0.978021978,172,184,607893,0.934065934,7
NSGAII,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,9,33,0.394285714,1,22,22,6037,1,2
NSGAII,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,35,0.433333333,1,24,24,4316,1,1
NSGAII,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,40,0.590909091,1,23,23,6788,1,1
NSGAII,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,36,137,0.161616162,0.981481481,138,146,713174,0.944444444,188
NSGAII,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,49,123,0.703557312,1,100,100,37870,1,6
NSGAII,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,27,165,0.362306368,0.9847793,211,221,614484,0.9543379,15
NSGAII,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,5,44,0.293902439,0.988764045,88,91,613956,0.966292135,7
